rgn_id,resilience_score
2101,1
2102,1
2301,1
2104,1
15102,1
15101,1
3102,1
3303,0
3201,1
3101,0
3304,1
11303,0
11203,1
11202,0
11201,0
8207,1
8108,1
8202,0
8107,0
8206,0
8106,0
8110,0
8201,1
8112,1
8102,1
8111,0
8203,1
4102,0
4202,1
4101,0
4203,0
4104,0
4301,0
9116,1
9118,0
9102,1
9117,0
6203,0
6206,1
6205,1
6201,1
10101,1
10206,1
10103,0
10305,0
10303,0
10210,0
10208,0
10108,1
10104,1
10202,1
10306,0
10106,0
10205,1
10203,0
10204,0
10401,0
10201,1
10207,0
10209,0
10403,0
10109,1
10102,0
14101,0
14201,1
14102,1
14106,1
12103,1
12402,1
12102,1
12101,1
12104,1
12301,1
12303,1
12302,1
12201,1
12401,1
7303,0
7309,0
7103,0
7102,1
7203,0
7202,0
16203,0
16207,0
16202,0
1404,1
1101,1
5405,0
5109,0
5403,0
5101,0
5105,1
5605,0
5401,0
5601,0
5102,0
5201,1
5602,1
5107,1
5606,0
5603,1
5103,0
5104,1
5604,1
